Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,Turbidity FNU,TSS mg/L,ODO % sat,ODO mg/L,pH,pH mV,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PE RFU,BGA-PE µg/L,fDOM RFU,fDOM QSU,Press psi a,Depth m
16-10-01,9:59:49,0,Default Site,0,5.8,12.4,0.2,0,109.3,6.83,8.12,-108.9,30.26,57111,51896.7,33.98,51316.1,33733,0.1,0.32,-0.32,-0.74,0.36,1.07,1.225,0.837
16-10-01,10:05:49,0,Default Site,0,5.8,12.4,0.25,0,109.2,6.82,8.12,-109,30.273,57132.6,51904.9,33.99,51322.8,33738,0.11,0.41,-0.33,-0.8,0.36,1.06,1.208,0.825
16-10-01,10:11:49,0,Default Site,0,5.9,12.4,0.24,0,110.4,6.89,8.12,-109.2,30.258,57114.1,51901.9,33.98,51321.6,33736,0.13,0.5,-0.25,-0.5,0.36,1.05,1.208,0.826
16-10-01,10:17:49,0,Default Site,0,5.8,12.4,0.27,0,110.9,6.93,8.13,-109.3,30.238,57086,51894.2,33.98,51316.3,33731,0.08,0.22,-0.37,-0.92,0.35,1.05,1.201,0.821
16-10-01,10:23:49,0,Default Site,0,5.9,12.4,0.22,0,110.2,6.88,8.12,-109,30.271,57138.8,51912.4,33.99,51330.5,33743,0.09,0.27,-0.3,-0.67,0.34,1.02,1.21,0.827
16-10-01,10:29:49,0,Default Site,0,5.8,12.4,0.31,0,109.4,6.83,8.12,-109,30.27,57124.1,51899.7,33.98,51318,33735,0.15,0.58,-0.34,-0.82,0.33,0.99,1.202,0.821
16-10-01,10:35:49,0,Default Site,0,5.8,12.4,0.26,0,109,6.81,8.12,-109.1,30.238,57072,51881.9,33.97,51304.2,33723,0.32,1.46,-0.24,-0.49,0.32,0.93,1.194,0.816
16-10-01,10:41:49,0,Default Site,0,5.8,12.4,0.22,0,108.7,6.8,8.12,-109,30.21,57034.7,51872.6,33.96,51298.2,33717,0.16,0.62,-0.46,-1.23,0.32,0.94,1.215,0.83
16-10-01,10:47:49,0,Default Site,0,5.9,12.5,0.25,0,108.3,6.77,8.12,-109.1,30.201,57025,51872.3,33.97,51299.1,33717,0.13,0.47,-0.35,-0.86,0.32,0.95,1.198,0.818
16-10-01,10:53:49,0,Default Site,0,5.8,12.5,0.32,0,111,6.94,8.13,-109.4,30.215,57046.5,51878.6,33.97,51303.5,33721,0.16,0.64,-0.35,-0.85,0.34,1,1.222,0.835
16-10-01,10:59:49,0,Default Site,0,5.9,12.5,0.22,0,110.1,6.88,8.12,-109.2,30.223,57048.2,51873.6,33.97,51297.8,33718,0.19,0.79,-0.39,-0.99,0.33,0.98,1.199,0.819
16-10-01,11:05:49,0,Default Site,0,5.9,12.5,0.25,0,110,6.88,8.13,-109.3,30.214,57037.3,51871.9,33.96,51297.1,33717,0.1,0.32,-0.39,-0.98,0.32,0.96,1.196,0.817
16-10-01,11:11:49,0,Default Site,0,5.8,12.5,0.22,0,108.9,6.8,8.12,-109,30.284,57107.6,51872.5,33.96,51289.5,33717,0.11,0.37,-0.4,-1.02,0.31,0.93,1.21,0.827
16-10-01,11:17:49,0,Default Site,0,5.8,13.6,0.21,0,108.8,6.79,8.12,-109.1,30.316,57143.1,51876.3,33.96,51289.5,33720,0.08,0.26,-0.47,-1.27,0.31,0.91,1.194,0.816
16-10-01,11:23:49,0,Default Site,0,5.8,12.5,0.26,0,110.2,6.87,8.12,-109.2,30.36,57187.8,51877,33.96,51285,33720,0.09,0.31,-0.39,-0.99,0.31,0.91,1.195,0.817
16-10-01,11:29:49,0,Default Site,0,5.9,12.5,0.23,0,109.7,6.84,8.12,-109.3,30.393,57244.2,51898.7,33.98,51302.6,33734,0.15,0.59,-0.43,-1.14,0.31,0.91,1.168,0.798
16-10-01,11:35:49,0,Default Site,0,5.9,14.5,0.26,0,111.2,6.92,8.13,-109.6,30.527,57381,51901.6,33.98,51289.5,33736,0.1,0.32,-0.41,-1.07,0.34,1.01,1.174,0.802
16-10-01,11:41:49,0,Default Site,0,5.9,12.5,0.35,0,112.4,6.99,8.13,-109.7,30.526,57370.9,51893.5,33.97,51281.7,33731,0.11,0.39,-0.36,-0.89,0.34,1,1.158,0.791
16-10-01,11:47:49,0,Default Site,0,5.9,12.5,0.26,0,113,7.02,8.13,-109.8,30.616,57483.5,51914.5,33.98,51291.8,33744,0.1,0.33,-0.42,-1.12,0.38,1.13,1.147,0.783
16-10-01,11:53:49,0,Default Site,0,5.8,12.9,0.32,0,113.5,7.05,8.13,-109.8,30.628,57489.8,51909.4,33.98,51285.3,33741,0.11,0.38,-0.34,-0.84,0.37,1.1,1.141,0.779
16-10-01,11:59:49,0,Default Site,0,5.8,12.5,0.39,0,113.9,7.07,8.13,-109.8,30.645,57510.9,51913.9,33.98,51287.8,33744,0.1,0.34,-0.38,-0.96,0.41,1.23,1.13,0.771
16-10-01,12:05:49,0,Default Site,0,5.8,12.5,0.4,0,114.4,7.11,8.13,-109.9,30.616,57477.1,51909.2,33.98,51286.7,33741,0.16,0.62,-0.33,-0.8,0.38,1.12,1.125,0.768
16-10-01,12:11:49,0,Default Site,0,5.9,12.4,0.28,0,114.8,7.13,8.14,-110,30.646,57514.6,51916.1,33.98,51289.9,33745,0.19,0.77,-0.27,-0.57,0.41,1.23,1.114,0.76
16-10-01,12:17:49,0,Default Site,0,5.8,12.5,0.31,0,115.4,7.16,8.14,-110.1,30.654,57529.6,51922.3,33.99,51295.1,33750,0.16,0.63,-0.23,-0.45,0.41,1.2,1.117,0.763
16-10-01,12:23:49,0,Default Site,0,5.9,12.5,0.3,0,116.1,7.21,8.14,-110.3,30.641,57509,51915.3,33.98,51289.6,33745,0.21,0.91,-0.32,-0.75,0.41,1.22,1.083,0.739
16-10-01,12:29:49,0,Default Site,0,5.8,12.5,0.28,0,115.3,7.16,8.14,-110.2,30.634,57503.9,51917.4,33.98,51292.6,33746,0.13,0.48,-0.34,-0.82,0.4,1.18,1.097,0.749
16-10-01,12:35:49,0,Default Site,0,5.8,12.4,0.32,0,113.3,7.04,8.13,-109.7,30.609,57456.8,51897.2,33.97,51275.5,33733,0.17,0.68,-0.26,-0.55,0.36,1.08,1.099,0.75
16-10-01,12:41:49,0,Default Site,0,5.8,12.4,0.27,0,112.2,6.97,8.13,-109.6,30.615,57474,51907.2,33.98,51284.7,33740,0.16,0.66,-0.31,-0.71,0.36,1.06,1.064,0.726
16-10-01,12:47:49,0,Default Site,0,5.8,12.2,0.27,0,112.2,6.97,8.13,-109.6,30.609,57447,51887.7,33.96,51266.2,33727,0.15,0.59,-0.31,-0.72,0.38,1.13,1.057,0.721
16-10-01,12:53:49,0,Default Site,0,5.8,12.1,0.27,0,111.4,6.93,8.13,-109.5,30.564,57395.5,51881.9,33.96,51265.8,33723,0.22,0.93,-0.3,-0.7,0.38,1.12,1.046,0.713
16-10-01,12:59:49,0,Default Site,0,5.8,12.1,0.22,0,111.5,6.94,8.13,-109.5,30.524,57340.1,51867.8,33.95,51256.6,33714,0.18,0.76,-0.2,-0.32,0.38,1.13,1.05,0.716
16-10-01,13:05:49,0,Default Site,0,5.9,12,0.26,0,110.4,6.87,8.13,-109.5,30.452,57217.8,51821.6,33.92,51219.4,33684,0.16,0.65,-0.33,-0.79,0.37,1.11,1.032,0.704
16-10-01,13:11:49,0,Default Site,0,5.8,12,0.28,0,110,6.86,8.12,-109.3,30.377,57106.4,51787.5,33.9,51194.4,33662,0.17,0.68,-0.36,-0.91,0.34,1.01,1.017,0.693
16-10-01,13:17:49,0,Default Site,0,5.9,11.9,0.25,0,110,6.86,8.13,-109.4,30.405,57166.5,51816.7,33.92,51220.1,33681,0.28,1.26,-0.24,-0.47,0.37,1.09,1.031,0.703
16-10-01,13:23:49,0,Default Site,0,5.9,11.9,0.58,0,110.6,6.89,8.13,-109.4,30.441,57225.8,51838.6,33.93,51237.5,33695,0.23,0.99,-0.17,-0.21,0.38,1.12,1.008,0.687
16-10-01,13:29:49,0,Default Site,0,5.9,11.9,0.29,0,110.8,6.9,8.13,-109.5,30.44,57219.6,51833.6,33.93,51232.6,33692,0.22,0.92,-0.3,-0.7,0.39,1.15,1.005,0.685
16-10-01,13:35:49,0,Default Site,0,5.9,11.9,0.34,0,111.3,6.94,8.13,-109.6,30.446,57239,51846.1,33.94,51244.3,33700,0.14,0.53,-0.34,-0.83,0.38,1.13,0.983,0.67
16-10-01,13:41:49,0,Default Site,0,5.8,11.9,0.28,0,110.2,6.87,8.13,-109.5,30.352,57091.1,51796.1,33.9,51206,33667,0.21,0.91,-0.32,-0.74,0.36,1.06,0.982,0.669
16-10-01,13:47:49,0,Default Site,0,5.8,11.9,0.23,0,111.3,6.94,8.13,-109.6,30.422,57220.8,51850.8,33.94,51251.7,33703,0.17,0.69,-0.31,-0.73,0.36,1.06,0.98,0.668
16-10-01,13:53:49,0,Default Site,0,5.9,11.9,0.26,0,110.8,6.91,8.13,-109.5,30.372,57139,51822.1,33.92,51229.3,33684,0.19,0.81,-0.32,-0.76,0.36,1.08,0.961,0.655
16-10-01,13:59:49,0,Default Site,0,5.8,11.9,0.3,0,109.4,6.83,8.13,-109.4,30.314,57076.9,51817.5,33.92,51231.6,33681,0.28,1.24,-0.2,-0.34,0.37,1.1,0.96,0.654
16-10-01,14:05:49,0,Default Site,0,5.8,11.9,0.26,0,110.7,6.9,8.13,-109.5,30.354,57128.6,51829,33.93,51238.3,33689,0.17,0.66,-0.36,-0.9,0.35,1.05,0.954,0.65
16-10-01,14:11:49,0,Default Site,0,5.8,11.9,0.29,0,111.1,6.93,8.13,-109.6,30.346,57119.2,51827.5,33.93,51237.7,33688,0.3,1.33,-0.12,-0.05,0.39,1.15,0.957,0.652
16-10-01,14:17:49,0,Default Site,0,5.8,11.9,0.35,0,110.8,6.91,8.13,-109.5,30.348,57125.7,51831.1,33.93,51240.9,33690,0.32,1.44,-0.11,-0.02,0.38,1.13,0.93,0.633
16-10-01,14:23:49,0,Default Site,0,5.9,11.9,0.26,0,110.8,6.91,8.13,-109.6,30.345,57124.5,51832.9,33.93,51243.2,33691,0.24,1.03,-0.19,-0.28,0.43,1.28,0.933,0.636
16-10-01,14:29:49,0,Default Site,0,5.9,11.9,0.29,0,112,6.99,8.13,-109.7,30.356,57146.1,51843,33.94,51251.8,33698,0.38,1.73,-0.06,0.18,0.41,1.21,0.938,0.639
16-10-01,14:35:49,0,Default Site,0,5.9,11.9,0.33,0,113.1,7.06,8.14,-109.9,30.352,57150.3,51849.8,33.94,51259,33702,0.23,0.99,-0.22,-0.4,0.45,1.35,0.936,0.637
16-10-01,14:41:49,0,Default Site,0,5.8,11.9,0.33,0,113.5,7.08,8.14,-110,30.358,57164.5,51857.7,33.95,51266.2,33708,0.27,1.21,-0.22,-0.39,0.43,1.28,0.913,0.622
16-10-01,14:47:49,0,Default Site,0,5.9,11.9,0.29,0,113.4,7.07,8.14,-109.9,30.354,57154,51852,33.94,51261,33704,0.31,1.4,0.1,0.74,0.42,1.26,0.906,0.617
16-10-01,14:53:49,0,Default Site,0,5.9,11.9,0.35,0,113,7.05,8.13,-109.9,30.343,57149.2,51857.3,33.95,51267.5,33707,0.42,1.94,0.12,0.8,0.43,1.28,0.924,0.629
16-10-01,14:59:49,0,Default Site,0,5.8,11.9,0.38,0,113.6,7.09,8.14,-110,30.347,57152.5,51856.2,33.95,51265.9,33706,0.24,1.05,-0.17,-0.23,0.48,1.44,0.91,0.62
16-10-01,15:05:49,0,Default Site,0,5.9,11.9,0.37,0,112.8,7.04,8.13,-109.8,30.331,57137.9,51857.8,33.95,51269.4,33708,0.24,1.05,-0.12,-0.06,0.45,1.34,0.909,0.619
16-10-01,15:11:49,0,Default Site,0,5.9,11.9,0.33,0,113,7.05,8.13,-109.8,30.331,57139.4,51859,33.95,51270.6,33708,0.25,1.12,-0.04,0.23,0.47,1.41,0.896,0.61
16-10-01,15:17:49,0,Default Site,0,5.9,11.9,0.29,0,109.9,6.86,8.13,-109.3,30.31,57103.5,51845.4,33.94,51259.6,33699,0.21,0.89,-0.27,-0.59,0.45,1.33,0.918,0.625
16-10-01,15:23:49,0,Default Site,0,5.8,11.9,0.32,0,109.5,6.84,8.12,-109.2,30.307,57101.3,51846.3,33.94,51260.9,33700,0.32,1.43,0.04,0.52,0.55,1.63,0.906,0.617
16-10-01,15:29:49,0,Default Site,0,5.8,11.9,0.31,0,108.9,6.8,8.12,-109.2,30.303,57095.3,51843.8,33.94,51258.8,33698,0.44,2.05,0.35,1.59,0.47,1.41,0.897,0.611
16-10-01,15:35:49,0,Default Site,0,5.9,11.9,0.29,0,110,6.87,8.12,-109.2,30.304,57105.4,51852.1,33.95,51266.9,33704,0.33,1.5,0.01,0.39,0.51,1.53,0.884,0.602
16-10-01,15:41:49,0,Default Site,0,5.9,11.8,0.32,0,109.9,6.86,8.12,-109.3,30.302,57107.9,51856.4,33.95,51271.5,33707,0.26,1.15,-0.19,-0.29,0.49,1.44,0.902,0.614
16-10-01,15:47:49,0,Default Site,0,5.8,11.8,0.27,0,109.1,6.81,8.12,-109.2,30.295,57100.4,51855.6,33.95,51271.5,33706,0.22,0.93,0,0.36,0.59,1.77,0.908,0.618
16-10-01,15:53:49,0,Default Site,0,5.8,11.8,0.32,0,109.5,6.84,8.12,-109.2,30.299,57103.8,51855.8,33.95,51271.2,33706,0.28,1.22,-0.15,-0.16,0.51,1.51,0.881,0.599
16-10-01,15:59:49,0,Default Site,0,5.8,11.9,0.29,0,108.9,6.8,8.12,-109.2,30.291,57094.7,51854.1,33.95,51270.5,33705,0.28,1.24,-0.06,0.15,0.51,1.53,0.907,0.617
16-10-01,16:05:49,0,Default Site,0,5.9,11.8,0.4,0,108.6,6.78,8.12,-109.1,30.283,57083.2,51851.5,33.95,51268.9,33703,0.24,1.04,-0.15,-0.16,0.49,1.47,0.886,0.603
16-10-01,16:11:49,0,Default Site,0,5.9,11.8,0.34,0,108.6,6.78,8.12,-109.1,30.281,57080.8,51850.6,33.95,51268.1,33703,0.25,1.08,-0.04,0.23,0.52,1.54,0.895,0.609
16-10-01,16:17:49,0,Default Site,0,5.8,11.8,0.3,0,108.2,6.76,8.12,-109,30.281,57080.6,51850.8,33.95,51268.4,33703,0.21,0.9,-0.1,0.03,0.56,1.66,0.891,0.606
16-10-01,16:23:49,0,Default Site,0,5.8,11.8,0.28,0,107.5,6.71,8.12,-108.9,30.272,57073.7,51852.1,33.95,51270.6,33704,0.28,1.23,-0.07,0.12,0.52,1.55,0.907,0.617
16-10-01,16:29:49,0,Default Site,0,5.8,11.8,0.29,0,107.5,6.71,8.12,-108.9,30.267,57065.5,51849.2,33.95,51268.4,33702,0.28,1.22,-0.14,-0.12,0.55,1.64,0.896,0.61
16-10-01,16:35:49,0,Default Site,0,5.9,11.8,0.32,0,106.6,6.66,8.12,-108.8,30.264,57059.6,51846.4,33.94,51265.9,33700,0.17,0.67,-0.14,-0.12,0.55,1.63,0.897,0.61
16-10-01,16:41:49,0,Default Site,0,5.9,11.8,0.33,0,105.6,6.6,8.11,-108.6,30.254,57048.1,51845.7,33.94,51266.5,33700,0.16,0.62,-0.27,-0.58,0.62,1.84,0.904,0.616
16-10-01,16:47:49,0,Default Site,0,5.8,11.8,0.3,0,105.4,6.59,8.11,-108.6,30.244,57036.4,51843.6,33.94,51265.5,33698,0.22,0.94,-0.24,-0.46,0.59,1.77,0.91,0.619
16-10-01,16:53:49,0,Default Site,0,5.9,11.8,0.71,0,104.3,6.52,8.11,-108.4,30.235,57025,51841.5,33.94,51264.5,33697,0.34,1.53,-0.08,0.1,0.59,1.75,0.918,0.625
16-10-01,16:59:49,0,Default Site,0,5.9,11.8,0.87,0,104.4,6.52,8.11,-108.4,30.22,57009.1,51840.1,33.94,51264.9,33696,0.44,2.05,0.19,1.04,0.6,1.78,0.918,0.625
16-10-01,17:05:49,0,Default Site,0,5.8,11.8,1.63,0,104.2,6.51,8.11,-108.4,30.216,57002.8,51838.1,33.94,51263.4,33695,0.55,2.59,0.34,1.58,0.54,1.62,0.914,0.623
16-10-01,17:11:49,0,Default Site,0,5.9,11.8,0.4,0,104.4,6.52,8.11,-108.4,30.21,56998.1,51839.9,33.94,51265.9,33696,0.21,0.87,-0.16,-0.18,0.52,1.54,0.921,0.627
16-10-01,17:17:49,0,Default Site,0,5.8,11.8,0.39,0,104.1,6.51,8.11,-108.3,30.202,56990.2,51839.2,33.94,51266.1,33695,0.19,0.81,-0.31,-0.71,0.53,1.57,0.939,0.639
16-10-01,17:23:49,0,Default Site,0,5.9,11.8,0.39,0,103.7,6.48,8.11,-108.3,30.199,56986.7,51839.3,33.94,51266.6,33696,0.16,0.63,-0.32,-0.75,0.51,1.52,0.919,0.625
16-10-01,17:29:49,0,Default Site,0,5.8,11.8,0.37,0,103.2,6.45,8.1,-108.1,30.199,56988.6,51840.5,33.94,51267.7,33696,0.19,0.76,-0.32,-0.74,0.53,1.58,0.93,0.633
16-10-01,17:35:49,0,Default Site,0,5.8,11.8,0.39,0,102.8,6.43,8.1,-108.1,30.197,56985.7,51840.4,33.94,51267.9,33696,0.17,0.7,-0.33,-0.81,0.55,1.64,0.943,0.642
16-10-01,17:41:49,0,Default Site,0,5.9,11.8,0.31,0,102.5,6.41,8.1,-108,30.191,56983.7,51843.4,33.94,51271.6,33698,0.15,0.61,-0.27,-0.59,0.55,1.63,0.96,0.654
16-10-01,17:47:49,0,Default Site,0,5.8,11.8,0.32,0,103.1,6.45,8.1,-108.2,30.189,56981.9,51843.7,33.94,51272.1,33698,0.18,0.72,-0.3,-0.68,0.54,1.62,0.954,0.65
16-10-01,17:53:49,0,Default Site,0,5.9,11.8,0.28,0,103.6,6.48,8.11,-108.3,30.183,56975.9,51843.8,33.94,51273,33698,0.18,0.75,-0.24,-0.47,0.53,1.59,0.957,0.652
16-10-01,17:59:49,0,Default Site,0,5.9,11.8,0.31,0,102.8,6.43,8.1,-108.1,30.166,56959.7,51844.5,33.95,51275.6,33699,0.2,0.83,-0.24,-0.46,0.53,1.57,0.963,0.656
16-10-01,18:05:49,0,Default Site,0,5.9,11.8,0.35,0,103.2,6.46,8.11,-108.2,30.174,56968.9,51845.5,33.95,51275.6,33700,0.17,0.68,-0.31,-0.73,0.57,1.71,0.981,0.669
16-10-01,18:11:49,0,Default Site,0,5.8,11.8,0.34,0,102.7,6.42,8.1,-108.1,30.16,56951.9,51842.3,33.94,51274.1,33698,0.19,0.77,-0.26,-0.54,0.54,1.62,0.975,0.664
16-10-01,18:17:49,0,Default Site,0,5.8,11.8,0.35,0,102.1,6.39,8.1,-107.9,30.167,56961,51844.7,33.95,51275.8,33699,0.16,0.62,-0.33,-0.79,0.55,1.65,0.99,0.675
16-10-01,18:23:49,0,Default Site,0,5.9,11.8,0.41,0,102,6.38,8.1,-107.9,30.168,56960.3,51843.1,33.94,51274,33698,0.18,0.75,-0.11,-0.01,0.55,1.65,0.989,0.674
16-10-01,18:29:49,0,Default Site,0,5.9,11.8,0.33,0,102.3,6.4,8.1,-107.9,30.163,56955.6,51843.5,33.95,51275.1,33698,0.2,0.85,-0.21,-0.38,0.6,1.79,1.013,0.691
16-10-01,18:35:49,0,Default Site,0,5.9,11.8,0.35,0,102.6,6.42,8.1,-108.1,30.162,56955.6,51844,33.95,51275.5,33699,0.22,0.92,-0.16,-0.19,0.56,1.66,1.004,0.684
16-10-01,18:41:49,0,Default Site,0,5.8,11.8,0.44,0,101.7,6.36,8.1,-108,30.157,56949.2,51842.8,33.94,51275,33698,0.2,0.82,-0.13,-0.09,0.66,1.97,1.019,0.695
16-10-01,18:47:49,0,Default Site,0,5.8,11.8,0.32,0,101.3,6.34,8.1,-107.8,30.151,56943.6,51843.4,33.95,51276.3,33698,0.16,0.63,-0.27,-0.57,0.65,1.95,1.03,0.703
16-10-01,18:53:49,0,Default Site,0,5.9,11.8,0.28,0,101.3,6.34,8.1,-107.8,30.144,56936.3,51842.7,33.95,51276.4,33698,0.18,0.73,-0.28,-0.62,0.58,1.73,1.046,0.714
16-10-01,18:59:49,0,Default Site,0,5.9,11.8,0.37,0,102,6.39,8.1,-107.9,30.141,56933,51842.1,33.94,51276.1,33697,0.22,0.95,-0.19,-0.29,0.57,1.69,1.053,0.718
16-10-01,19:05:49,0,Default Site,0,5.8,11.8,0.33,0,102.1,6.39,8.1,-108,30.137,56930.3,51843.4,33.95,51278,33698,0.2,0.82,-0.06,0.16,0.53,1.58,1.069,0.73
16-10-01,19:11:49,0,Default Site,0,5.9,11.8,0.33,0,102.3,6.4,8.1,-108,30.131,56923.6,51842.7,33.95,51277.9,33698,0.15,0.57,-0.3,-0.68,0.54,1.61,1.077,0.735
16-10-01,19:17:49,0,Default Site,0,5.8,11.8,0.29,0,105,6.57,8.11,-108.5,30.116,56906.1,51840.2,33.94,51277.1,33696,0.18,0.75,-0.31,-0.72,0.53,1.57,1.066,0.727
16-10-01,19:23:49,0,Default Site,0,5.9,11.8,0.47,0,104.3,6.53,8.11,-108.4,30.112,56903.3,51841.4,33.95,51278.8,33697,0.19,0.77,-0.32,-0.75,0.52,1.56,1.086,0.741
16-10-01,19:29:49,0,Default Site,0,5.8,11.8,0.29,0,105.2,6.59,8.11,-108.6,30.095,56884.7,51839.7,33.94,51279.1,33696,0.2,0.85,-0.26,-0.54,0.49,1.45,1.085,0.74
16-10-01,19:35:49,0,Default Site,0,5.8,11.8,0.23,0,106.4,6.67,8.12,-108.8,30.084,56870,51836.5,33.94,51277.3,33694,0.19,0.81,-0.23,-0.45,0.48,1.43,1.105,0.754
16-10-01,19:41:49,0,Default Site,0,5.8,11.8,0.28,0,106.6,6.68,8.12,-108.8,30.088,56872.4,51835.4,33.94,51275.8,33693,0.15,0.6,-0.28,-0.6,0.44,1.32,1.107,0.756
16-10-01,19:47:49,0,Default Site,0,5.9,11.8,0.24,0,106.4,6.67,8.12,-108.8,30.085,56872.3,51837.4,33.94,51278.1,33694,0.18,0.73,-0.3,-0.69,0.46,1.38,1.113,0.76
16-10-01,19:53:49,0,Default Site,0,5.8,11.8,0.3,0,105.3,6.6,8.11,-108.6,30.073,56859.5,51836.8,33.94,51278.9,33694,0.19,0.8,-0.27,-0.58,0.55,1.64,1.119,0.764
16-10-01,19:59:49,0,Default Site,0,5.9,11.8,0.28,0,104.7,6.56,8.11,-108.4,30.067,56853.8,51837.3,33.94,51280.1,33694,0.17,0.68,-0.31,-0.7,0.48,1.43,1.122,0.766
16-10-01,20:05:49,0,Default Site,0,5.8,11.8,0.27,0,105.2,6.59,8.11,-108.5,30.06,56847.3,51837.5,33.94,51281.1,33694,0.2,0.86,-0.2,-0.34,0.46,1.37,1.126,0.769
16-10-01,20:11:49,0,Default Site,0,5.9,11.8,0.36,0,105.3,6.6,8.11,-108.5,30.058,56845,51837.2,33.94,51281.1,33694,0.18,0.72,-0.21,-0.38,0.55,1.64,1.134,0.775
16-10-01,20:17:49,0,Default Site,0,5.8,11.8,0.67,0,105.2,6.59,8.11,-108.5,30.054,56840.4,51836.2,33.94,51280.5,33694,0.4,1.85,-0.05,0.21,0.45,1.32,1.149,0.785
16-10-01,20:23:49,0,Default Site,0,5.9,11.8,0.25,0,104.8,6.57,8.11,-108.5,30.058,56844.2,51836.7,33.94,51280.6,33694,0.27,1.17,-0.24,-0.46,0.47,1.39,1.147,0.783
16-10-01,20:29:49,0,Default Site,0,5.8,11.8,0.33,0,104.8,6.57,8.11,-108.5,30.052,56839.7,51837.7,33.94,51282.2,33695,0.11,0.36,-0.37,-0.93,0.51,1.52,1.136,0.776
16-10-01,20:35:49,0,Default Site,0,5.9,11.8,0.34,0,104.2,6.53,8.11,-108.4,30.059,56846.7,51838,33.94,51281.8,33695,0.15,0.6,-0.21,-0.36,0.5,1.49,1.146,0.782
16-10-01,20:41:49,0,Default Site,0,5.8,11.8,0.28,0,103.8,6.51,8.11,-108.3,30.056,56843.6,51837.7,33.94,51281.8,33695,0.23,1,-0.2,-0.34,0.59,1.76,1.158,0.791
16-10-01,20:47:49,0,Default Site,0,5.9,11.8,0.35,0,103.7,6.5,8.11,-108.3,30.049,56833.2,51834.2,33.94,51279,33692,0.16,0.62,-0.29,-0.65,0.61,1.83,1.148,0.784
16-10-01,20:53:49,0,Default Site,0,5.8,11.8,0.29,0,103.4,6.48,8.11,-108.3,30.044,56831.9,51837.8,33.95,51283.2,33695,0.17,0.7,-0.22,-0.41,0.5,1.5,1.15,0.785
16-10-01,20:59:49,0,Default Site,0,5.8,11.8,0.28,0,103.9,6.51,8.11,-108.3,30.037,56824.3,51837.6,33.95,51284,33694,0.14,0.53,-0.29,-0.64,0.53,1.56,1.155,0.789
16-10-01,21:05:49,0,Default Site,0,5.8,11.8,0.26,0,104.5,6.55,8.11,-108.4,30.033,56819.2,51836.2,33.94,51283,33694,0.2,0.86,-0.23,-0.44,0.49,1.47,1.159,0.792
16-10-01,21:11:49,0,Default Site,0,5.9,11.8,0.26,0,105.8,6.64,8.11,-108.7,30.033,56818.2,51835.5,33.94,51282.3,33693,0.16,0.64,-0.26,-0.54,0.43,1.28,1.14,0.779
16-10-01,21:17:49,0,Default Site,0,5.8,11.7,0.25,0,106.3,6.66,8.12,-108.8,30.02,56801.7,51831.9,33.94,51280.2,33691,0.18,0.75,-0.34,-0.81,0.43,1.29,1.15,0.785
16-10-01,21:23:49,0,Default Site,0,5.9,11.8,0.29,0,106.3,6.67,8.12,-108.8,30.025,56806,51831.7,33.94,51279.4,33691,0.16,0.65,-0.31,-0.71,0.44,1.31,1.164,0.795
16-10-01,21:29:49,0,Default Site,0,5.9,11.8,0.31,0,105.8,6.63,8.11,-108.6,30.022,56806.1,51834.1,33.94,51282.2,33692,0.16,0.61,-0.32,-0.74,0.45,1.35,1.17,0.799
16-10-01,21:35:49,0,Default Site,0,5.8,11.8,0.28,0,105.7,6.63,8.11,-108.6,30.024,56808.2,51834.4,33.94,51282.3,33692,0.15,0.6,-0.28,-0.63,0.46,1.36,1.165,0.796
16-10-01,21:41:49,0,Default Site,0,5.8,11.8,0.42,0,104.8,6.57,8.11,-108.4,30.014,56800.6,51836.3,33.94,51285.3,33694,0.18,0.72,-0.3,-0.69,0.46,1.36,1.163,0.794
16-10-01,21:47:49,0,Default Site,0,5.9,11.8,0.3,0,104.5,6.55,8.11,-108.4,30.014,56799.1,51835.4,33.94,51284.4,33693,0.15,0.56,-0.31,-0.72,0.47,1.39,1.166,0.796
16-10-01,21:53:49,0,Default Site,0,5.8,11.8,0.32,0,105.3,6.61,8.11,-108.6,30.016,56799.7,51833.6,33.94,51282.4,33692,0.17,0.7,-0.35,-0.87,0.46,1.36,1.165,0.796
16-10-01,21:59:49,0,Default Site,0,5.8,11.8,0.26,0,105.2,6.6,8.11,-108.5,30.015,56796.2,51831.1,33.94,51279.9,33690,0.13,0.47,-0.35,-0.88,0.44,1.31,1.18,0.806
16-10-01,22:05:49,0,Default Site,0,5.8,11.7,0.28,0,105,6.59,8.11,-108.5,30.012,56796.8,51834.3,33.94,51283.4,33692,0.16,0.63,-0.28,-0.61,0.45,1.33,1.182,0.807
16-10-01,22:11:49,0,Default Site,0,5.9,11.7,0.28,0,104.6,6.56,8.11,-108.3,30.012,56794.9,51832.9,33.94,51282.1,33691,0.09,0.31,-0.34,-0.81,0.49,1.45,1.172,0.8
16-10-01,22:17:49,0,Default Site,0,5.9,11.8,0.33,0,104.4,6.55,8.11,-108.3,30.015,56799.4,51834.4,33.94,51283.2,33692,0.18,0.73,-0.25,-0.52,0.48,1.41,1.187,0.811
