#,Date,"Time, GMT+05:30","Temp, °C",End Of File
676,14/01/16,6:00:00,29.053,
677,14/01/16,6:30:00,29.053,
678,14/01/16,7:00:00,29.053,
679,14/01/16,7:30:00,29.152,
680,14/01/16,8:00:00,29.252,
681,14/01/16,8:30:00,29.352,
682,14/01/16,9:00:00,29.552,
683,14/01/16,9:30:00,29.752,
684,14/01/16,10:00:00,29.752,
685,14/01/16,10:30:00,29.752,
686,14/01/16,11:00:00,29.752,
687,14/01/16,11:30:00,29.752,
688,14/01/16,12:00:00,29.953,
689,14/01/16,12:30:00,30.558,
690,14/01/16,13:00:00,29.953,
691,14/01/16,13:30:00,30.054,
692,14/01/16,14:00:00,30.356,
693,14/01/16,14:30:00,30.76,
694,14/01/16,15:00:00,30.659,
695,14/01/16,15:30:00,30.154,
696,14/01/16,16:00:00,30.154,
697,14/01/16,16:30:00,30.154,
698,14/01/16,17:00:00,29.953,
